#=MarketMaker,EventSymbol,EventTime,ExchangeCode,MarketMaker,BidTime,BidPrice,BidSize,BidCount,AskTime,AskPrice,AskSize,AskCount
MarketMaker,AAPL,20190807-083523.302-0500,Q,IMCC,20190807-083523-0500,189.19,100,0,20190807-083523-0500,200.95,100,0
MarketMaker,AAPL,20190807-083523.302-0500,Q,NSDQ,20190807-083523-0500,195.05,1,0,20190807-083523-0500,195.07,10,0
MarketMaker,AAPL,20190807-083523.303-0500,Q,NSDQ,20190807-083523-0500,195.05,1,0,20190807-083523-0500,195.08,115,0
MarketMaker,AAPL,20190807-083523.303-0500,Q,IMCC,20190807-083523-0500,189.17,100,0,20190807-083523-0500,200.95,100,0
MarketMaker,AAPL,20190807-083523.303-0500,Q,NSDQ,20190807-083523-0500,195.05,2,0,20190807-083523-0500,195.08,115,0
MarketMaker,AAPL,20190807-083523.303-0500,Q,NSDQ,20190807-083523-0500,195.05,2,0,20190807-083523-0500,195.08,15,0
MarketMaker,AAPL,20190807-083523.317-0500,Q,IMCC,20190807-083523-0500,189.17,100,0,20190807-083523-0500,200.94,100,0
MarketMaker,AAPL,20190807-083523.405-0500,Q,NSDQ,20190807-083523-0500,195.03,100,0,20190807-083523-0500,195.08,15,0
MarketMaker,AAPL,20190807-083523.405-0500,Q,NSDQ,20190807-083523-0500,195,1,0,20190807-083523-0500,195.08,15,0
MarketMaker,AAPL,20190807-083523.405-0500,Q,NSDQ,20190807-083523-0500,195,1,0,20190807-083523-0500,195.06,15,0
MarketMaker,AAPL,20190807-083523.405-0500,Q,IMCC,20190807-083523-0500,189.17,100,0,20190807-083523-0500,200.95,100,0
MarketMaker,AAPL,20190807-083523.406-0500,Q,NSDQ,20190807-083523-0500,195.03,1,0,20190807-083523-0500,195.06,15,0
MarketMaker,AAPL,20190807-083523.407-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083523-0500,195.06,15,0
MarketMaker,AAPL,20190807-083523.420-0500,Q,IMCC,20190807-083523-0500,189.17,100,0,20190807-083523-0500,200.93,100,0
MarketMaker,AAPL,20190807-083523.536-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083523-0500,195.08,15,0
MarketMaker,AAPL,20190807-083523.536-0500,Q,NSDQ,20190807-083523-0500,195.04,100,0,20190807-083523-0500,195.08,15,0
MarketMaker,AAPL,20190807-083523.536-0500,Q,NSDQ,20190807-083523-0500,195.04,101,0,20190807-083523-0500,195.08,15,0
MarketMaker,AAPL,20190807-083523.538-0500,Q,NSDQ,20190807-083523-0500,195.04,1,0,20190807-083523-0500,195.08,15,0
MarketMaker,AAPL,20190807-083523.596-0500,Q,IMCC,20190807-083523-0500,189.2,100,0,20190807-083523-0500,200.93,100,0
MarketMaker,AAPL,20190807-083523.596-0500,Q,IMCC,20190807-083523-0500,189.2,100,0,20190807-083523-0500,200.95,100,0
MarketMaker,AAPL,20190807-083523.741-0500,Q,NSDQ,20190807-083523-0500,195.04,1,0,20190807-083523-0500,195.08,115,0
MarketMaker,AAPL,20190807-083523.741-0500,Q,NSDQ,20190807-083523-0500,195.04,1,0,20190807-083523-0500,195.08,215,0
MarketMaker,AAPL,20190807-083523.741-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083523-0500,195.08,215,0
MarketMaker,AAPL,20190807-083523.741-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083523-0500,195.06,10,0
MarketMaker,AAPL,20190807-083523.741-0500,Q,IMCC,20190807-083523-0500,189.16,100,0,20190807-083523-0500,200.95,100,0
MarketMaker,AAPL,20190807-083523.742-0500,Q,IMCC,20190807-083523-0500,189.16,100,0,20190807-083523-0500,200.94,100,0
MarketMaker,AAPL,20190807-083523.756-0500,Q,IMCC,20190807-083523-0500,189.16,100,0,20190807-083523-0500,200.92,100,0
MarketMaker,AAPL,20190807-083523.771-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083523-0500,195.07,200,0
MarketMaker,AAPL,20190807-083523.771-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083523-0500,195.06,15,0,EventFlags=TX_PENDING
MarketMaker,AAPL,20190807-083523.771-0500,Q,IMCC,20190807-083523-0500,189.15,100,0,20190807-083523-0500,200.92,100,0
MarketMaker,AAPL,20190807-083524.012-0500,Q,IMCC,20190807-083524-0500,189.16,100,0,20190807-083523-0500,200.92,100,0
MarketMaker,AAPL,20190807-083524.012-0500,Q,IMCC,20190807-083524-0500,189.16,100,0,20190807-083524-0500,200.94,100,0
MarketMaker,AAPL,20190807-083524.019-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083524-0500,195.08,115,0
MarketMaker,AAPL,20190807-083524.019-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083524-0500,195.08,15,0
MarketMaker,AAPL,20190807-083524.028-0500,Q,IMCC,20190807-083524-0500,189.16,100,0,20190807-083524-0500,200.93,100,0
MarketMaker,AAPL,20190807-083524.138-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083524-0500,195.08,115,0
MarketMaker,AAPL,20190807-083524.189-0500,Q,NSDQ,20190807-083523-0500,195.03,2,0,20190807-083524-0500,195.06,10,0
MarketMaker,AAPL,20190807-083524.189-0500,Q,NSDQ,20190807-083524-0500,195.01,15,0,20190807-083524-0500,195.06,10,0
MarketMaker,AAPL,20190807-083524.189-0500,Q,NSDQ,20190807-083524-0500,195.01,15,0,20190807-083524-0500,195.05,15,0
MarketMaker,AAPL,20190807-083524.190-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.05,15,0
MarketMaker,AAPL,20190807-083524.190-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.05,115,0
MarketMaker,AAPL,20190807-083524.190-0500,Q,IMCC,20190807-083524-0500,189.17,100,0,20190807-083524-0500,200.93,100,0
MarketMaker,AAPL,20190807-083524.190-0500,Q,IMCC,20190807-083524-0500,189.17,100,0,20190807-083524-0500,200.92,100,0
MarketMaker,AAPL,20190807-083524.190-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.03,15,0
MarketMaker,AAPL,20190807-083524.193-0500,Q,NSDQ,20190807-083524-0500,195.02,1,0,20190807-083524-0500,195.03,15,0
MarketMaker,AAPL,20190807-083524.193-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.03,15,0
MarketMaker,AAPL,20190807-083524.193-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.03,25,0
MarketMaker,AAPL,20190807-083524.205-0500,Q,IMCC,20190807-083524-0500,189.15,100,0,20190807-083524-0500,200.92,100,0
MarketMaker,AAPL,20190807-083524.205-0500,Q,IMCC,20190807-083524-0500,189.15,100,0,20190807-083524-0500,200.9,100,0
MarketMaker,AAPL,20190807-083524.223-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.03,15,0
MarketMaker,AAPL,20190807-083524.341-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.04,100,0
MarketMaker,AAPL,20190807-083524.510-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.05,115,0
MarketMaker,AAPL,20190807-083524.592-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.05,15,0
MarketMaker,AAPL,20190807-083524.592-0500,Q,IMCC,20190807-083524-0500,189.17,100,0,20190807-083524-0500,200.9,100,0
MarketMaker,AAPL,20190807-083524.592-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.04,300,0
MarketMaker,AAPL,20190807-083524.592-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.04,410,0
MarketMaker,AAPL,20190807-083524.592-0500,Q,NSDQ,20190807-083524-0500,195,1,0,20190807-083524-0500,195.03,15,0
MarketMaker,AAPL,20190807-083524.607-0500,Q,IMCC,20190807-083524-0500,189.15,100,0,20190807-083524-0500,200.9,100,0
MarketMaker,AAPL,20190807-083525.007-0500,Q,NSDQ,20190807-083525-0500,194.99,2,0,20190807-083524-0500,195.03,15,0
MarketMaker,AAPL,20190807-083525.062-0500,Q,NSDQ,20190807-083525-0500,194.99,2,0,20190807-083525-0500,195.04,215,0
MarketMaker,AAPL,20190807-083525.062-0500,Q,NSDQ,20190807-083525-0500,195.01,10,0,20190807-083525-0500,195.04,215,0
MarketMaker,AAPL,20190807-083525.062-0500,Q,NSDQ,20190807-083525-0500,195.01,11,0,20190807-083525-0500,195.04,215,0
MarketMaker,AAPL,20190807-083525.062-0500,Q,NSDQ,20190807-083525-0500,195.01,11,0,20190807-083525-0500,195.04,115,0
MarketMaker,AAPL,20190807-083525.066-0500,Q,NSDQ,20190807-083525-0500,195,100,0,20190807-083525-0500,195.04,115,0
MarketMaker,AAPL,20190807-083525.066-0500,Q,NSDQ,20190807-083525-0500,195,100,0,20190807-083525-0500,195.03,125,0
MarketMaker,AAPL,20190807-083525.066-0500,Q,IMCC,20190807-083524-0500,189.15,100,0,20190807-083525-0500,200.89,100,0
MarketMaker,AAPL,20190807-083525.067-0500,Q,NSDQ,20190807-083525-0500,195,100,0,20190807-083525-0500,195.03,135,0
MarketMaker,AAPL,20190807-083525.067-0500,Q,NSDQ,20190807-083525-0500,194.99,2,0,20190807-083525-0500,195.03,135,0
MarketMaker,AAPL,20190807-083525.068-0500,Q,NSDQ,20190807-083525-0500,194.99,2,0,20190807-083525-0500,195.03,35,0
MarketMaker,AAPL,20190807-083525.068-0500,Q,NSDQ,20190807-083525-0500,195,1,0,20190807-083525-0500,195.03,35,0
MarketMaker,AAPL,20190807-083525.068-0500,Q,NSDQ,20190807-083525-0500,195,2,0,20190807-083525-0500,195.03,35,0
MarketMaker,AAPL,20190807-083525.150-0500,Q,NSDQ,20190807-083525-0500,195.01,100,0,20190807-083525-0500,195.03,35,0
MarketMaker,AAPL,20190807-083525.150-0500,Q,NSDQ,20190807-083525-0500,195.01,100,0,20190807-083525-0500,195.03,20,0
MarketMaker,AAPL,20190807-083525.150-0500,Q,IMCC,20190807-083524-0500,189.15,100,0,20190807-083525-0500,200.9,100,0
MarketMaker,AAPL,20190807-083525.156-0500,Q,NSDQ,20190807-083525-0500,195.01,1,0,20190807-083525-0500,195.03,20,0
MarketMaker,AAPL,20190807-083525.189-0500,Q,NSDQ,20190807-083525-0500,195,2,0,20190807-083525-0500,195.03,20,0
MarketMaker,AAPL,20190807-083525.189-0500,Q,NSDQ,20190807-083525-0500,195,3,0,20190807-083525-0500,195.03,20,0
MarketMaker,AAPL,20190807-083525.386-0500,Q,NSDQ,20190807-083525-0500,195,3,0,20190807-083525-0500,195.02,35,0
MarketMaker,AAPL,20190807-083525.388-0500,Q,NSDQ,20190807-083525-0500,194.99,2,0,20190807-083525-0500,195.02,35,0
MarketMaker,AAPL,20190807-083525.388-0500,Q,IMCC,20190807-083524-0500,189.15,100,0,20190807-083525-0500,200.88,100,0
MarketMaker,AAPL,20190807-083525.389-0500,Q,IMCC,20190807-083525-0500,189.13,100,0,20190807-083525-0500,200.88,100,0
MarketMaker,AAPL,20190807-083525.389-0500,Q,NSDQ,20190807-083525-0500,194.99,2,0,20190807-083525-0500,195.02,135,0
MarketMaker,AAPL,20190807-083525.404-0500,Q,IMCC,20190807-083525-0500,189.11,100,0,20190807-083525-0500,200.88,100,0
MarketMaker,AAPL,20190807-083525.412-0500,Q,NSDQ,20190807-083525-0500,194.99,2,0,20190807-083525-0500,195.02,35,0
MarketMaker,AAPL,20190807-083525.419-0500,Q,IMCC,20190807-083525-0500,189.13,100,0,20190807-083525-0500,200.88,100,0
MarketMaker,AAPL,20190807-083525.498-0500,Q,IMCC,20190807-083525-0500,189.13,100,0,20190807-083525-0500,200.89,100,0
MarketMaker,AAPL,20190807-083525.592-0500,Q,IMCC,20190807-083525-0500,189.15,100,0,20190807-083525-0500,200.89,100,0
MarketMaker,AAPL,20190807-083525.609-0500,Q,IMCC,20190807-083525-0500,189.11,100,0,20190807-083525-0500,200.89,100,0
MarketMaker,AAPL,20190807-083525.609-0500,Q,IMCC,20190807-083525-0500,189.11,100,0,20190807-083525-0500,200.88,100,0
MarketMaker,AAPL,20190807-083525.609-0500,Q,NSDQ,20190807-083525-0500,194.99,2,0,20190807-083525-0500,195.02,135,0
MarketMaker,AAPL,20190807-083525.611-0500,Q,NSDQ,20190807-083525-0500,194.98,2,0,20190807-083525-0500,195.02,135,0
MarketMaker,AAPL,20190807-083525.611-0500,Q,NSDQ,20190807-083525-0500,194.98,2,0,20190807-083525-0500,195.01,200,0
MarketMaker,AAPL,20190807-083525.611-0500,Q,NSDQ,20190807-083525-0500,194.98,2,0,20190807-083525-0500,195.01,220,0
MarketMaker,AAPL,20190807-083525.616-0500,Q,NSDQ,20190807-083525-0500,194.98,2,0,20190807-083525-0500,195.01,20,0
MarketMaker,AAPL,20190807-083525.816-0500,Q,IMCC,20190807-083525-0500,189.12,100,0,20190807-083525-0500,200.88,100,0
MarketMaker,AAPL,20190807-083526.066-0500,Q,IMCC,20190807-083526-0500,189.11,100,0,20190807-083525-0500,200.88,100,0
MarketMaker,AAPL,20190807-083526.067-0500,Q,IMCC,20190807-083526-0500,189.11,100,0,20190807-083526-0500,200.83,100,0
MarketMaker,AAPL,20190807-083526.067-0500,Q,NSDQ,20190807-083526-0500,194.96,15,0,20190807-083525-0500,195.01,20,0
MarketMaker,AAPL,20190807-083526.076-0500,Q,NSDQ,20190807-083526-0500,194.97,100,0,20190807-083525-0500,195.01,20,0
MarketMaker,AAPL,20190807-083526.076-0500,Q,NSDQ,20190807-083526-0500,194.97,200,0,20190807-083525-0500,195.01,20,0
MarketMaker,AAPL,20190807-083526.081-0500,Q,IMCC,20190807-083526-0500,189.12,100,0,20190807-083526-0500,200.83,100,0
MarketMaker,AAPL,20190807-083526.082-0500,Q,IMCC,20190807-083526-0500,189.12,100,0,20190807-083526-0500,200.87,100,0
MarketMaker,AAPL,20190807-083526.096-0500,Q,IMCC,20190807-083526-0500,189.15,100,0,20190807-083526-0500,200.87,100,0
MarketMaker,AAPL,20190807-083526.106-0500,Q,IMCC,20190807-083526-0500,189.15,100,0,20190807-083526-0500,200.88,100,0
MarketMaker,AAPL,20190807-083526.112-0500,Q,IMCC,20190807-083526-0500,189.12,100,0,20190807-083526-0500,200.88,100,0
MarketMaker,AAPL,20190807-083526.181-0500,Q,NSDQ,20190807-083526-0500,194.97,100,0,20190807-083525-0500,195.01,20,0
MarketMaker,AAPL,20190807-083526.258-0500,Q,IMCC,20190807-083526-0500,189.15,100,0,20190807-083526-0500,200.88,100,0
MarketMaker,AAPL,20190807-083526.258-0500,Q,IMCC,20190807-083526-0500,189.15,100,0,20190807-083526-0500,200.87,100,0
MarketMaker,AAPL,20190807-083526.271-0500,Q,NSDQ,20190807-083526-0500,194.97,200,0,20190807-083525-0500,195.01,20,0
MarketMaker,AAPL,20190807-083526.459-0500,Q,NSDQ,20190807-083526-0500,194.97,200,0,20190807-083526-0500,195.02,100,0
MarketMaker,AAPL,20190807-083526.459-0500,Q,NSDQ,20190807-083526-0500,194.98,600,0,20190807-083526-0500,195.02,100,0
MarketMaker,AAPL,20190807-083526.459-0500,Q,NSDQ,20190807-083526-0500,194.98,600,0,20190807-083526-0500,195.04,115,0
MarketMaker,AAPL,20190807-083526.459-0500,Q,NSDQ,20190807-083526-0500,195,10,0,20190807-083526-0500,195.04,115,0
MarketMaker,AAPL,20190807-083526.459-0500,Q,IMCC,20190807-083526-0500,189.15,100,0,20190807-083526-0500,200.88,100,0
MarketMaker,AAPL,20190807-083526.459-0500,Q,IMCC,20190807-083526-0500,189.13,100,0,20190807-083526-0500,200.88,100,0
MarketMaker,AAPL,20190807-083526.460-0500,Q,NSDQ,20190807-083526-0500,195,110,0,20190807-083526-0500,195.04,115,0
MarketMaker,AAPL,20190807-083526.475-0500,Q,IMCC,20190807-083526-0500,189.15,100,0,20190807-083526-0500,200.88,100,0
MarketMaker,AAPL,20190807-083526.475-0500,Q,IMCC,20190807-083526-0500,189.15,100,0,20190807-083526-0500,200.9,100,0
MarketMaker,AAPL,20190807-083526.489-0500,Q,NSDQ,20190807-083526-0500,195,100,0,20190807-083526-0500,195.04,115,0
MarketMaker,AAPL,20190807-083526.489-0500,Q,NSDQ,20190807-083526-0500,194.99,200,0,20190807-083526-0500,195.04,115,0
MarketMaker,AAPL,20190807-083526.491-0500,Q,NSDQ,20190807-083526-0500,194.99,100,0,20190807-083526-0500,195.04,115,0
MarketMaker,AAPL,20190807-083526.565-0500,Q,NSDQ,20190807-083526-0500,194.99,100,0,20190807-083526-0500,195.04,215,0
MarketMaker,AAPL,20190807-083526.565-0500,Q,NSDQ,20190807-083526-0500,194.99,100,0,20190807-083526-0500,195.04,315,0
MarketMaker,AAPL,20190807-083526.568-0500,Q,NSDQ,20190807-083526-0500,194.99,100,0,20190807-083526-0500,195.04,215,0
MarketMaker,AAPL,20190807-083526.664-0500,Q,NSDQ,20190807-083526-0500,194.98,400,0,20190807-083526-0500,195.04,215,0
MarketMaker,AAPL,20190807-083526.664-0500,Q,IMCC,20190807-083526-0500,189.14,100,0,20190807-083526-0500,200.9,100,0
MarketMaker,AAPL,20190807-083526.893-0500,Q,NSDQ,20190807-083526-0500,194.98,400,0,20190807-083526-0500,195.03,500,0
MarketMaker,AAPL,20190807-083526.912-0500,Q,NSDQ,20190807-083526-0500,194.98,400,0,20190807-083526-0500,195.03,508,0
MarketMaker,AAPL,20190807-083527.029-0500,Q,NSDQ,20190807-083527-0500,194.98,300,0,20190807-083526-0500,195.03,508,0
MarketMaker,AAPL,20190807-083527.029-0500,Q,NSDQ,20190807-083527-0500,194.97,200,0,20190807-083526-0500,195.03,508,0
MarketMaker,AAPL,20190807-083527.029-0500,Q,NSDQ,20190807-083527-0500,194.97,200,0,20190807-083527-0500,195.02,15,0
MarketMaker,AAPL,20190807-083527.029-0500,Q,IMCC,20190807-083527-0500,189.13,100,0,20190807-083526-0500,200.9,100,0
MarketMaker,AAPL,20190807-083527.029-0500,Q,IMCC,20190807-083527-0500,189.13,100,0,20190807-083527-0500,200.89,100,0
MarketMaker,AAPL,20190807-083527.092-0500,Q,IMCC,20190807-083527-0500,189.16,100,0,20190807-083527-0500,200.89,100,0
MarketMaker,AAPL,20190807-083527.259-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.02,15,0
MarketMaker,AAPL,20190807-083527.259-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.02,115,0
MarketMaker,AAPL,20190807-083527.259-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,200,0
MarketMaker,AAPL,20190807-083527.259-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,300,0
MarketMaker,AAPL,20190807-083527.259-0500,Q,IMCC,20190807-083527-0500,189.12,100,0,20190807-083527-0500,200.89,100,0
MarketMaker,AAPL,20190807-083527.259-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195,200,0
MarketMaker,AAPL,20190807-083527.259-0500,Q,IMCC,20190807-083527-0500,189.12,100,0,20190807-083527-0500,200.88,100,0
MarketMaker,AAPL,20190807-083527.272-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,300,0
MarketMaker,AAPL,20190807-083527.275-0500,Q,IMCC,20190807-083527-0500,189.12,100,0,20190807-083527-0500,200.85,100,0
MarketMaker,AAPL,20190807-083527.484-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,400,0
MarketMaker,AAPL,20190807-083527.484-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,462,0
MarketMaker,AAPL,20190807-083527.484-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,562,0
MarketMaker,AAPL,20190807-083527.513-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,462,0
MarketMaker,AAPL,20190807-083527.592-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,262,0
MarketMaker,AAPL,20190807-083527.593-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,162,0
MarketMaker,AAPL,20190807-083527.827-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083527-0500,195.01,62,0
MarketMaker,AAPL,20190807-083527.898-0500,Q,IMCC,20190807-083527-0500,189.12,100,0,20190807-083527-0500,200.88,100,0
MarketMaker,AAPL,20190807-083528.109-0500,Q,NSDQ,20190807-083527-0500,194.97,100,0,20190807-083528-0500,195.03,500,0
MarketMaker,AAPL,20190807-083528.109-0500,Q,NSDQ,20190807-083528-0500,194.99,10,0,20190807-083528-0500,195.03,500,0
MarketMaker,AAPL,20190807-083528.109-0500,Q,NSDQ,20190807-083528-0500,194.99,10,0,20190807-083528-0500,195.03,600,0
MarketMaker,AAPL,20190807-083528.109-0500,Q,IMCC,20190807-083527-0500,189.12,100,0,20190807-083528-0500,200.89,100,0
MarketMaker,AAPL,20190807-083528.109-0500,Q,NSDQ,20190807-083528-0500,194.99,10,0,20190807-083528-0500,195.03,700,0
MarketMaker,AAPL,20190807-083528.109-0500,Q,NSDQ,20190807-083528-0500,194.99,10,0,20190807-083528-0500,195.03,800,0
MarketMaker,AAPL,20190807-083528.109-0500,Q,NSDQ,20190807-083528-0500,194.99,10,0,20190807-083528-0500,195.03,700,0
MarketMaker,AAPL,20190807-083528.110-0500,Q,NSDQ,20190807-083528-0500,194.99,10,0,20190807-083528-0500,195.03,600,0
MarketMaker,AAPL,20190807-083528.110-0500,Q,IMCC,20190807-083528-0500,189.14,100,0,20190807-083528-0500,200.89,100,0
MarketMaker,AAPL,20190807-083528.139-0500,Q,NSDQ,20190807-083528-0500,194.98,100,0,20190807-083528-0500,195.03,600,0
MarketMaker,AAPL,20190807-083528.139-0500,Q,IMCC,20190807-083528-0500,189.13,100,0,20190807-083528-0500,200.89,100,0
MarketMaker,AAPL,20190807-083528.152-0500,Q,NSDQ,20190807-083528-0500,194.97,200,0,20190807-083528-0500,195.03,600,0
MarketMaker,AAPL,20190807-083528.227-0500,Q,NSDQ,20190807-083528-0500,194.97,100,0,20190807-083528-0500,195.03,600,0
MarketMaker,AAPL,20190807-083528.227-0500,Q,NSDQ,20190807-083528-0500,194.97,100,0,20190807-083528-0500,195.03,700,0
MarketMaker,AAPL,20190807-083528.227-0500,Q,NSDQ,20190807-083528-0500,194.97,100,0,20190807-083528-0500,195.02,200,0
MarketMaker,AAPL,20190807-083528.227-0500,Q,NSDQ,20190807-083528-0500,194.97,100,0,20190807-083528-0500,195.02,400,0
MarketMaker,AAPL,20190807-083528.228-0500,Q,IMCC,20190807-083528-0500,189.12,100,0,20190807-083528-0500,200.89,100,0
MarketMaker,AAPL,20190807-083528.230-0500,Q,IMCC,20190807-083528-0500,189.12,100,0,20190807-083528-0500,200.88,100,0
MarketMaker,AAPL,20190807-083528.231-0500,Q,NSDQ,20190807-083528-0500,194.97,100,0,20190807-083528-0500,195.02,200,0
MarketMaker,AAPL,20190807-083528.425-0500,Q,NSDQ,20190807-083528-0500,194.97,100,0,20190807-083528-0500,195.02,100,0
MarketMaker,AAPL,20190807-083528.593-0500,Q,NSDQ,20190807-083528-0500,194.97,100,0,20190807-083528-0500,195.03,500,0
MarketMaker,AAPL,20190807-083528.593-0500,Q,NSDQ,20190807-083528-0500,195,10,0,20190807-083528-0500,195.03,500,0
MarketMaker,AAPL,20190807-083528.593-0500,Q,IMCC,20190807-083528-0500,189.12,100,0,20190807-083528-0500,200.89,100,0
MarketMaker,AAPL,20190807-083528.593-0500,Q,NSDQ,20190807-083528-0500,195,10,0,20190807-083528-0500,195.03,339,0
MarketMaker,AAPL,20190807-083528.593-0500,Q,NSDQ,20190807-083528-0500,195,10,0,20190807-083528-0500,195.03,127,0
MarketMaker,AAPL,20190807-083528.593-0500,Q,NSDQ,20190807-083528-0500,195,10,0,20190807-083528-0500,195.03,6,0
MarketMaker,AAPL,20190807-083528.593-0500,Q,IMCC,20190807-083528-0500,189.13,100,0,20190807-083528-0500,200.89,100,0
MarketMaker,AAPL,20190807-083528.593-0500,Q,NSDQ,20190807-083528-0500,195,110,0,20190807-083528-0500,195.03,6,0
MarketMaker,AAPL,20190807-083528.594-0500,Q,NSDQ,20190807-083528-0500,195,110,0,20190807-083528-0500,195.04,115,0
MarketMaker,AAPL,20190807-083528.594-0500,Q,NSDQ,20190807-083528-0500,195.01,100,0,20190807-083528-0500,195.04,115,0
MarketMaker,AAPL,20190807-083528.608-0500,Q,IMCC,20190807-083528-0500,189.15,100,0,20190807-083528-0500,200.89,100,0
MarketMaker,AAPL,20190807-083528.608-0500,Q,IMCC,20190807-083528-0500,189.15,100,0,20190807-083528-0500,200.9,100,0
MarketMaker,AAPL,20190807-083528.623-0500,Q,NSDQ,20190807-083528-0500,195,100,0,20190807-083528-0500,195.04,115,0
MarketMaker,AAPL,20190807-083528.623-0500,Q,NSDQ,20190807-083528-0500,194.99,100,0,20190807-083528-0500,195.04,115,0
MarketMaker,AAPL,20190807-083528.623-0500,Q,NSDQ,20190807-083528-0500,195,10,0,20190807-083528-0500,195.04,115,0
MarketMaker,AAPL,20190807-083528.756-0500,Q,NSDQ,20190807-083528-0500,195,10,0,20190807-083528-0500,195.05,50,0
MarketMaker,AAPL,20190807-083528.757-0500,Q,NSDQ,20190807-083528-0500,195.03,10,0,20190807-083528-0500,195.05,50,0
MarketMaker,AAPL,20190807-083528.759-0500,Q,NSDQ,20190807-083528-0500,195.05,10,0,20190807-083528-0500,195.05,50,0
MarketMaker,AAPL,20190807-083528.759-0500,Q,NSDQ,20190807-083528-0500,195.05,10,0,20190807-083528-0500,195.08,215,0
MarketMaker,AAPL,20190807-083528.761-0500,Q,NSDQ,20190807-083528-0500,195.05,10,0,20190807-083528-0500,195.1,200,0
MarketMaker,AAPL,20190807-083528.764-0500,Q,IMCC,20190807-083528-0500,189.15,100,0,20190807-083528-0500,200.92,100,0
MarketMaker,AAPL,20190807-083528.765-0500,Q,IMCC,20190807-083528-0500,189.16,100,0,20190807-083528-0500,200.92,100,0
MarketMaker,AAPL,20190807-083528.772-0500,Q,IMCC,20190807-083528-0500,189.16,100,0,20190807-083528-0500,200.95,100,0
MarketMaker,AAPL,20190807-083528.772-0500,Q,IMCC,20190807-083528-0500,189.18,100,0,20190807-083528-0500,200.95,100,0
MarketMaker,AAPL,20190807-083528.837-0500,Q,NSDQ,20190807-083528-0500,195.05,10,0,20190807-083528-0500,195.09,200,0
MarketMaker,AAPL,20190807-083528.837-0500,Q,NSDQ,20190807-083528-0500,195.05,10,0,20190807-083528-0500,195.09,300,0
MarketMaker,AAPL,20190807-083529.035-0500,Q,NSDQ,20190807-083528-0500,195.05,10,0,20190807-083529-0500,195.08,100,0
MarketMaker,AAPL,20190807-083529.035-0500,Q,NSDQ,20190807-083529-0500,195.04,101,0,20190807-083529-0500,195.08,100,0
MarketMaker,AAPL,20190807-083529.035-0500,Q,IMCC,20190807-083528-0500,189.18,100,0,20190807-083529-0500,200.94,100,0
MarketMaker,AAPL,20190807-083529.064-0500,Q,NSDQ,20190807-083529-0500,195.04,1,0,20190807-083529-0500,195.08,100,0
MarketMaker,AAPL,20190807-083529.592-0500,Q,IMCC,20190807-083529-0500,189.2,100,0,20190807-083529-0500,200.94,100,0
MarketMaker,AAPL,20190807-083529.792-0500,Q,NSDQ,20190807-083529-0500,195.04,1,0,20190807-083529-0500,195.09,100,0
